coffee_name,roaster_name,roaster_location,coffee_origin,roast_level,agtron,est_price,review_date,overall_score,h1,s1,h2,s2,h3,s3,p1,p2,p3
Ethiopia Yirgacheffe Bundi,Safari Cup,"Chicago, Illinois","Yirgacheffe growing region, southern Ethiopia.",Medium-Light,57/78,February 2010,9,92,Aroma:,9,Acidity:,8,Body:,8							,"Blind Assessment: Lush, spicy orange and night floral notes dominate in aroma and cup. Richly round acidity, lightly syrupy mouthfeel. Very sweet in the cup; the orangy notes hint at wine. Rich, ringingly flavor-saturated finish muted by a slight mineral tightness.","Notes: Bundi is Safari Cup's name for its single-origin Ethiopia Yirgacheffe. Yirgacheffe, a range of lush hills in southern Ethiopia, is celebrated for its citrus- and floral-toned coffees. Safari Cup is a coffee roaster that recently relocated to Chicago from Birmingham, Alabama. Safari Cup exclusively sources its coffee from Africa.  Visit www.safaricup.com or call 773-770-6162 for more information.","Who Should Drink It: Those who can forgo some elegance for a bit more opulence in a deep-toned, orangy version of the great Yirgacheffe profile."
Indonesia Blue Batak Peaberry,Bird Rock Coffee Roasters,"La Jolla, California","Northern Sumatra, Indonesia",Medium-Dark,39/53,January 2010,9,94,Aroma:,9,Acidity:,8,Body:,8							,"Blind Assessment: Pungent, roast-influenced citrus reads as grapefruit in aroma and cup, supported by backgrounded aromatic wood and leafy earth notes. Round, resonant acidity, deep natural sweetness, syrupy body. The grapefruit and earth notes carry into a long, opulent finish.","Notes: Blue Batak is a particularly refined version of the traditional style of fruity, earthy Sumatra coffee. This sample consists entirely of peaberries, a kind of bean that results when the coffee fruit develops only a single, oval bean rather than the usual pair of flat-sided beans. Peaberries produce a somewhat different (often better) cup than normal beans from the same crop, from which they may or may not be separated during grading. Based in the San Diego area, Bird Rock Coffee Roasters is a retailer and wholesaler that focuses on organic and socially responsible coffees. Visit www.birdrockcoffee.com or call 858-551-1707 for more information.","Who Should Drink It: Elegance and power in a darker-roasted, fruit-and-earth- style Sumatra."
Ethiopia Yirgacheffe Harfusa,Bird Rock Coffee Roasters,"La Jolla, California","Yirgacheffe growing region, Sidamo Province, southern Ethiopia.",Medium-Light,55/70,January 2010,9,93,Aroma:,9,Acidity:,8,Body:,8							,"Blind Assessment: Delicate, round and balanced. Sweet fruit and floral notes saturate aroma and flavor. In the cup the fruit nuances are so dense and complex they defy specific association, but they roll out with crisp voluptuousness into the long, sweet finish.","Notes: Certified organically grown. Their tendency to high-toned floral and citrus sweetness has made the wet-processed coffees of the Yirgacheffe region, a lush range of hills in southern Ethiopia, among the world's most distinctive. Based in the San Diego area, Bird Rock Coffee Roasters is a retailer and wholesaler that focuses on organic and socially responsible coffees. Visit www.birdrockcoffee.com or call 858-551-1707 for more information.",Who Should Drink It: A poised and complete version of classic the classic Yirgacheffe profile.
Kenya Euro Prep,Te Aro Roasted,"Toronto, Ontario, Canada",Kenya.,Medium,49/72,January 2010,8,92,Aroma:,8,Acidity:,9,Body:,8							,"Blind Assessment: Sweetly crisp aroma with suggestions of night flowers, cocoa, peach. In the cup the acidity is bright but smooth, mouthfeel lightly syrupy, flavor rich with continued night floral, lemony cocoa and peach notes, all of which carry into a long, sweet finish.","Notes: Despite stresses brought on by social unrest, charges of corruption and a confused transition toward an open market, the famed Kenya coffee auction system and its participating cooperatives continue to produce some of the world's most elegant and distinctive coffees. Euro Prep describes green coffees that have been subjected to a particularly rigorous hand color sorting. With roots in New Zealand, Te Aro Roasted is a Toronto based coffee company that emphasizes its ""fresh air roasted"" coffee, a technology that utilizes a column of hot air rather than the conventional turning drum to agitate the roasting beans. Visit www.te-aro.ca or call 416-465-2006 for more information.","Who Should Drink It: A quietly complex, briskly lush version of the great Kenya profile."
Kona Peaberry,Kona Luna Coffee,Scottsdale Arizona,"Kona growing district, ""Big Island"" of Hawaii.",Medium-Dark,36/55,January 2010,8,89,Aroma:,8,Acidity:,8,Body:,7							,"Blind Assessment: Round aroma, displaying notes of nut-toned chocolate, aromatic wood and cinnamon. In the cup, balanced acidity, medium body and soft but complex flavors of tart orange-toned chocolate, more cinnamon and a floral hint. The chocolate turns crisply bittersweet in the finish.","Notes: This sample consists entirely of peaberries, a kind of bean that results when the coffee fruit develops only a single, oval bean rather than the usual pair of flat-sided beans. Peaberries produce a somewhat different (often better) cup than normal beans from the same crop, from which they may or may not be separated during grading. Kona Luna Coffee is an Internet coffee retailer that specializes in 100% Kona coffee. Visit www.konaluna.com or call 866-740-5662 for more information.",Who Should Drink It: Kona delicacy and sweetness deepened by a darkish roast.
Rising Sun Blend,La Bean Coffee,"Summitville, New York",Costa Rica; Guatemala; Sumatra,Medium-Dark,40/47,January 2010,8,89,Aroma:,8,Acidity:,7,Body:,8							,"Blind Assessment: Intense, sweet-toned aroma: toast, baking spices. In the cup subdued fruit flavors hint at grapefruit before fading to a sustained rosemary- and sage-toned herb. Complications of cedar and bittersweet chocolate carry from the cup to the pungent finish.","Notes: All of the components of this blend are certified organically grown. Based in the Catskill Mountains of New York, La Bean Coffee is a small roasting company that serves wholesale and Internet retail customers with fresh roasted coffee and focuses its business practices on social and philanthropic goals of sustainability and fairness. Visit www.labeancoffee.com or call 845-647-1500 for more information.","Who Should Drink It: A robust, pungent, roast-influenced cup with a twist of fruit and a Sumatra influence."
Ethiopia Yirgacheffe,JBC,"Madison, Wisconsin","Yirgacheffe growing region, Sidamo Province, southern Ethiopia.",Medium-Light,57/73,January 2010,9,93,Aroma:,9,Acidity:,8,Body:,8							,"Blind Assessment: Crisp yet lush aromatics carry from nose to cup: cocoaish milk chocolate, aromatic wood, flowers, ripe orange. As the cup cools the fruit and flowers soften to a voluptuous peach. Delicate but rich acidity, leanish but silky mouthfeel, peach- and chocolate-saturated finish.","Notes: Yirgacheffe is a verdant region of hills in Sidamo Province in the south of Ethiopia that produces coffees admired for their intense distinctive floral, citrus and cocoa aromatics. JBC Coffee Roasters (formerly Johnson Brothers Coffee Roasters) is a distinguished small-batch roasting company. Visit www.jbccoffeeroasters.com or call 608-256-5282 for more information..","Who Should Drink It: Superb classic Yirgacheffe, extravagant yet smooth."
Mocha Java,La Vida Java Coffee & Micro-Roastery,"Louisville, Kentucky","Sidamo region, southern Ethiopia; Mandheling region, northern Sumatra.",Very Dark,27/32,January 2010,7,88,Aroma:,7,Body:,7							,Flavor:,8,"Blind Assessment: Rich, sweetly roast-dominated aroma and flavor. The charred aromatic wood character is softened by caramel, raisin and soft earth notes. The roast character carries into the finish, with a continued caramel sweetness that rounds and enriches a slight astringency.","Notes: This very dark-roasted version of the ancient Mocha-Java blend combines a traditional style Sumatra in place of the Java and replaces the Yemen Mocha with a very similar ""natural"" or dried-in-the-fruit coffee from the Sidamo region of Ethiopia. La Vida Java is a Louisville based coffeehouse with the motto, ""Live life, have fun, drink coffee."" Visit www.lavidajava.com or call 502-412-9393 for more information.",Who Should Drink It: Those who enjoy dark roast coffees that display subtlety and sweetness.
Mocha Java Blend,Lexington Coffee Roasters,"Lexington, Virginia","Harrar region, eastern Ethiopia; northern Sumatra, Indonesia.",Dark,34/39,January 2010,8,89,Aroma:,8,Acidity:,7,Body:,8							,"Blind Assessment: Balanced notes of pungent cedar, sweet-toned chocolate and a whisper of sage in the aroma. Intense in the cup: sherry, nut, earth and a continuing dry cedary or herb-like pungency, all persisting in the long, dry finish.","Notes: This version of the ancient Mocha-Java blend combines a traditional style Sumatra in place of the Java and replaces the Yemen Mocha with a very similar ""natural"" or dried-in-the-fruit coffee from the Harrar region of Ethiopia. Founded in 1990, Lexington Coffee is an award winning artisan roasting company based in Virginia. Lexington's focus on fresh, flavorful and sustainable coffee explains its motto, ""Uncommon and Uncompromised."" Visit www.lexingtoncoffee.com or call 800-322-6505 for more information.",Who Should Drink It: A forceful cup. Will handle whiteners and sweeteners for those inclined to add them.
True Mocha Java,Kobricks Coffee,"Jersey City, New Jersey","Central Yemen; eastern Java, Indonesia.",Medium-Dark,38/56,January 2010,8,89,Aroma:,8,Acidity:,7,Body:,8							,"Blind Assessment: A rich and chocolaty cup. In the aroma aromatic wood and roast-tinged chocolate. In the cup the chocolate rounds and sweetens with cherry tones, then turns dry and bittersweet in the finish, enlivening a mild woody flatness.","Notes: This darker-roasted version of the ancient Mocha-Java blend is a traditional one, combining a genuine Java from the government estates of East Java with a ""natural"" or dried-in-the-fruit Yemen. Founded in New York City in 1920, Kobricks is a family run coffee roaster with the mission of bringing ""...the simple joy of specialty coffee into the daily lives of individuals.""  Visit www.kobricks.com or call 800-562-7491 for more information.",Who Should Drink It: A geographically authentic darker roasted version of the Mocha-Java blend.
Mocha Java,Portland Roasting,"Portland, Oregon","Sidamo region, southern Ethiopia; northern Sumatra, Indonesia.",Medium,44/65,January 2010,8,89,Aroma:,8,Acidity:,8,Body:,7							,"Blind Assessment: Understated, rather lean-bodied cup with pleasing aromatic and flavor notes: pungent, grapefruit-like citrus, aromatic wood, and distinct floral top notes. Sweetly rich finish with some persistence from the citrus.","Notes: This version of the ancient Mocha-Java blend replaces the Java with a certified organically grown Sumatra and the Yemen Mocha with a floral- and citrus-toned wet-processed Ethiopia Sidamo. Portland Roasting emphasizes sustainable environmental and social practices throughout its business, including its ""Farm Friendly Direct"" sourcing program involving partnership projects with coffee producers in several origin countries. Visit www.portlandroasting.com or call 800-949-3898 for more information.","Who Should Drink It: The aromatic wood notes display sweetness and delicate intensity, suggesting sandalwood. The juxtaposition of these notes with the flowers and ripe citrus is a complex tribute to the Mocha-Java blend concept."
