coffee_name,roaster_name,overall_score,roaster_location,p1,p2,p3,roast,aroma,acidity,body,flavor,aftertaste,with_milk,bean_agtron,ground_agtron,year,month,roaster_location_lat,roaster_location_lon,origin_lat,origin_lon
Fazenda Vargem Grande,Mr. Espresso,88,"Oakland, California","Blind Assessment: An exquisitely delicate coffee. Meltingly sweet and cocoa-toned in the nose, in the cup gently acidy and crisply fruity with cocoa and pear notes. The finish is pleasingly chocolate-toned, but slightly astringent. ","Notes: From the Contini family farm, Fazenda Vargem Grande, at the base of the Mantiqueira Mountain Range, in the classic Brazilian growing region of Mogiana, this coffee is a pulped natural or semi-dry-processed coffee, meaning the skin was removed from the fruit but the fruit pulp was allowed to remain clinging to the beans during drying. The pulped natural method generally produces a low-key but gently bright, often fruity cup. As a green coffee, a 2001 Brazil Cup of Excellence competition winner. Mr. Espresso is a San Francisco Bay area wholesale roaster that slow roasts its coffees using traditional oak-fired roasting machines.   Visit www.mrespresso.com or call 510-287-5200 for more info.",Who Should Drink It: This delicately brisk cup with its high-toned complexity should please those who enjoy light but dryly authoritative beverages. ,3,8,7,7,8,,,47,57,2002,5,37.8044557,-122.271356,44.933143,7.540121
Brazil Fazenda Lagoa Pulped Natural,The Roasterie,88,"Kansas City, Missouri","Blind Assessment: A delightfully sweet, balanced, deeply dimensioned coffee complicated by clean cocoa tones in the nose and floral and fruit notes in the cup.  ","Notes: Fazenda Lagoa, meaning ""Lake Farm"" in Portugese, is located in the classic Brazilian growing region of south Minas Gerais.  This coffee is a pulped natural or semi-dry-processed coffee, meaning the skin was removed from the fruit but the fruit pulp was allowed to remain clinging to the beans during drying. The pulped natural method generally produces a low-key but gently bright, often fruity cup. The Roasterie is a leading, quality-oriented specialty roaster that emphasizes its commitment to ""air roasting,"" a technology utilizing a column of hot air rather than the conventional turning drum to agitate the roasting beans. Visit www.theroasterie.com or call 800-376-0245 for more info.",Who Should Drink It: Light-hearted romantics--a profile as subtle and bright as it is exotic. ,3,8,7,7,8,,,51,58,2002,5,39.100105,-94.5781416,44.933143,7.540121
Brazil Fazenda Wagner,Rao's Coffee Roasting,87,"Amherst, Massachusetts","Blind Assessment: Sweet and complex with grapefruit, lemon and cocoa in the nose. The grapefruit notes dominate and harden a  bit in the pleasingly rich cup, turning slightly astringent in the finish. ","Notes: Fazenda Wagner, operated by the third generation of the Ferrero family, is located in the Cerrado Mineiro region, at an altitude of 1,080 meters. Judged as a green coffee, a 2001 Brazil Cup of Excellence competition winner. From the classic Brazilian growing region of Alta Mogiana, this coffee is a pulped natural or semi-dry-processed coffee, meaning the skin was removed from the fruit but the fruit pulp was allowed to remain clinging to the beans during drying. The pulped natural method generally produces a low-key but gently bright, often fruity cup. Rao's is a quality oriented specialty roaster with an informative website and an unusually extensive selection of single-origin coffees. Visit www.raoscoffee.com or call 413-253-9441 for more info.","Who Should Drink It: Those who enjoy tartly sweet, invigoratingly citrus-toned breakfast coffees.  ",3,8,8,8,7,,,50,54,2002,5,42.3685658,-72.505714,44.933143,7.540121
Brazil Serra Negra,PT's Coffee Roasting Co.,87,"Topeka, Kansas","Blind Assessment: Slight fermented, musty tones pleasingly complicate this sweet, rich, round-bodied Brazil, reading as leather and spice in the nose, and spice, fruit and chocolate in the cup. Just enough acidity to keep the cup lively. ","Notes: Serra Negra is a blend of coffees from three of the most admired Brazilian growing regions, Mogiana, Sul de Minas, and the Cerrado. PT's is a quality-oriented specialty wholesale and retail roaster whose motto is ""Without the love, it's just coffee."" Visit www.ptscoffee.com or call 888-678-5282 for more information.","Who Should Drink It: A round, sweet, rather exotically nuanced cup that should please coffee romantics.",3,7,7,8,8,,,48,55,2002,5,39.049011,-95.677556,44.933143,7.540121
Brazil Fazenda Wagner,The Coffee Tree Roasters,86,"Pittsburgh, Pennsylvania","Blind Assessment:  Delicately acidy but slightly bitter cup displays a subtle but impressive array of aromatic and flavor notes: vanilla and fresh leather in the nose, dry chocolate, flowers, and lemon in the cup. ","Notes: Fazenda Wagner, operated by the third generation of the Ferrero family, is located in the Cerrado Mineiro region, at an altitude of 1,080 meters.  As a green coffee, a 2001 Brazil Cup of Excellence competition winner. A pulped natural or semi-dry-processed coffee, meaning the skin was removed from the fruit but the fruit pulp was allowed to remain clinging to the beans during drying. The pulped natural method generally produces a low-key but gently bright, often fruity cup. The Coffee Tree Roasters are a quality-oriented retail and wholesale specialty roaster. Visit www.coffeetree.com or call 412-422-4427 for more info.","Who Should Drink It: Those who enjoy high-toned complexity and light-bodied, dry wines. ",4,6,7,6,7,,,49,50,2002,5,40.4416941,-79.9900861,44.933143,7.540121
Brazil Pedra Azul,Neighbors Coffee,85,"Oklahoma City, Oklahoma","Blind Assessment: Very soft, round, gentle cup with luxurious chocolate notes and a pleasant hint of sweet fermented fruit. ","Notes: Pedra Azul is a blend formulated by a distinguished Brazilian exporter that balances coffees from three of the most admired Brazilian growing regions, Mogiana, Sul de Minas, and the Cerrado. Over the past three decades Neighbors Coffee has evolved from office coffee service to major regional wholesale specialty roaster offering an impressive range of single-origin and blended coffees. Visit www.neighborscoffee.com or call 800-299-9016  for more info.","Who Should Drink It:  An old-time Brazil cup: round, sweet, chocolate-toned. An attractive choice for those who prefer a naturally low-acid cup. ",4,7,6,7,7,,,49,52,2002,5,35.4729886,-97.5170536,44.933143,7.540121
Fazenda Vista Alegre Natural Dry,Intelligentsia Coffee Roasters,84,"Chicago, Illinois","Blind Assessment: Pleasantly low-key, sweet, rather light-bodied, roasty without bitterness, modestly complicated by hints of cocoa or dry chocolate. ","Notes: Fazenda Vista Alegre specializes in traditional dry-processed coffee, meaning the beans have been dried inside the coffee fruit, rather than after the fruit residue has been removed, as in the wet process, or after the fruit skin has been removed, as in the pulped natural process. Peaberries result when a single, oval bean develops inside the coffee fruit rather than the usual pair of flat-sided beans. Intelligentsia is a leading Chicago-area roaster with a Keith Haring-style logo, excellent coffee, and a commitment to quality epitomized by the practice of printing roast dates on coffee packaging. Visit www.intelligentsiacoffee.com or call 888-945-9786 for more info.",Who Should Drink It: Those who enjoy the gentler side of dark roasts: coffees that are roasty without overbearing bitterness.,5,7,6,6,7,,,35,43,2002,5,41.8755616,-87.6244212,44.933143,7.540121
Brasil Vargem Grande,Alpen Sierra,84,"South Lake Tahoe, California","Blind Assessment: The roast dominates an agreeably light-bodied, buoyant, juicily fruit- and floral-toned coffee, turning the pleasantly delicate acidity a touch bitter in the finish.","Notes: From the classic Brazilian growing region of Mogiana, this coffee is a pulped natural or semi-dry-processed coffee, meaning the skin was removed from the fruit but the fruit pulp was allowed to remain clinging to the beans during drying. The pulped natural method generally produces a low-key but gently bright, often fruity cup. As a green coffee, a 2001 Brazil Cup of Excellence competition winner. Alpen Sierra is a quality-oriented, retail/wholesale specialty roaster serving the Lake Tahoe region and beyond.  Visit www.alpensierra.com or call 800-531-1405 for more info.","Who Should Drink It: Those who enjoy a crisply roasty, pear-toned coffee. Milk overwhelms this coffee but a bit of sugar develops the fruit nicely and offsets the hint of bitterness.",5,6,6,6,7,,,38,,2002,5,38.9332411,-119.9843482,44.933143,7.540121
Brazil Fazenda Lagoa Natural,The Roasterie,84,"Kansas City, Missouri","Blind Assessment: Sweet, low-key, gentle. Displays muted musty/mildew tones that, combined with the essential sweetness of the coffee, read agreeably as malt or dry spice.","Notes: This coffee, from the classic Brazilian growing region of south Minas Gerais, is a natural dry-processed coffee, meaning the beans were dried inside the coffee fruit rather than after removal of the fruit, as in the wet process. The Roasterie is a leading, quality-oriented specialty roaster that emphasizes its commitment to ""air roasting,"" a technology utilizing a column of hot air rather than the conventional turning drum to agitate the roasting beans. Visit www.theroasterie.com or call 800-376-0245 for more info.","Who Should Drink It: Should please acidity-avoiders with its subtle, malty sweetness.",3,6,5,7,7,,,47,56,2002,5,39.100105,-94.5781416,44.933143,7.540121
Brazil,Kavanaugh Coffee,82,"Berkeley, California","Blind Assessment: A simple, solid, rather dense-hearted dark roast with pleasing balance of sweet and bitter tones but without much nuance: slight, cocoa-toned fruit in the cup and a hint of lemon in the rather astringent finish.","Notes: Kavanaugh Coffee is an upscale, quality-oriented specialty coffee roaster for office service.  Visit www.kavanaughcoffee.com or call 800-824-9799 for more info.",Who Should Drink It: Substantial body and presence should carry through large volumes of dairy. ,6,5,5,8,7,,,29,32,2002,5,37.8753497,-122.23963364918777,44.933143,7.540121
Black Cat Espresso,Intelligentsia Coffee Roasters,90,"Chicago, IL","Blind Assessment: Heavy, rich, a touch sharp, but balanced in the small cup, complicated nicely by dry fruit and cocoa. Maintains balance and authority in small milk, where the cocoa sweetens toward a voluptuous hazelnut-toned chocolate. Fades a bit in big milk, though still round and chocolaty. (89 straight espresso, 90 w/milk)","Notes: Intelligentsia is a leading Chicago-area roaster with a Keith Haring-style logo, excellent coffee, and a commitment to quality epitomized by the practice of printing roast dates on coffee packaging. Black Cat is one of several Intelligentsia espresso blends. Visit www.intelligentsiacoffee.com or call 1-888-945-9786 for more info.",Who Should Drink It: Those who enjoy power in the small cup and complexity in cappuccino.,5,8,,8,7,,,39,40,2002,4,41.8755616,-87.6244212,,
Gusto Crema Blend,Caffé Umbria,89,"Seattle, Washington","Blind Assessment: Citrus and floral notes float atop pungent fermented fruit tones in the small cup; nut and chocolate notes complicate the finish. Maintains its leathery, spicy complexity in milk, adding a rounder and softer chocolate finish. 88 straight espresso, 89 w/milk)","Notes: The lightest roasted of four espresso blends offered by Caffé Umbria, a new wholesale roasting company built around the skills of roast master Emanuele Bizzarri, one of the founders of the famous roasting company Torrefazione Italia. Visit www.caffeumbria.com or call www.caffeumbria.com for more info.","Who Should Drink It: Probably at its best as a straight shot or cappuccino, but its big body and full-throated complexity make themselves felt even in large quantities of milk.   ",5,8,,7,8,,,38,39,2002,4,47.6038321,-122.330062,,
